M,padding_bytes,threads,N,mean_sec,std_sec
33,0,4,10000000,0.0124609,0.000128153
33,4,4,10000000,0.00997508,0.000231141
33,8,4,10000000,0.00976561,7.02922e-05
33,16,4,10000000,0.0126767,0.00117687
33,32,4,10000000,0.00953063,0.000199701
33,64,4,10000000,0.0045083,0.000216849
33,128,4,10000000,0.0044019,0.000157183
