M,padding_bytes,threads,N,mean_sec,std_sec
32,0,1,100000000,0.185543,0.000702495
32,0,2,100000000,0.117044,0.000558227
32,0,4,100000000,0.155811,0.000608886
32,0,8,100000000,0.0987623,0.00608832
32,0,16,100000000,0.0518874,0.00325664
33,0,1,100000000,0.183542,0.000147189
33,0,2,100000000,0.198599,0.00124844
33,0,4,100000000,0.148193,0.00029784
33,0,8,100000000,0.0779018,0.0076826
33,0,16,100000000,0.0550809,0.000868142
