M,padding_bytes,threads,N,mean_sec,std_sec
33,0,16,100000000,0.0587745,0.000598683
33,4,16,100000000,0.052847,0.00149093
33,8,16,100000000,0.0451206,0.000722928
33,16,16,100000000,0.0324738,0.00106385
33,32,16,100000000,0.026188,0.00118357
33,64,16,100000000,0.0156397,0.00402841
33,128,16,100000000,0.0131783,0.000746275
